id,name,ally,villages,points,att,def,sup,all
798,Krissy,513,1,551,0,7560,0,7560
1211,amigote,318,1,2224,0,382,0,382
4652,ThEErAsEr,0,1,2862,0,0,0,0
7576,Roberto Bashio,0,1,398,0,49,0,49
9178,Eric,0,1,532,0,0,0,0
9966,GERD,498,1,775,0,0,0,0
10320,Bigmama,0,1,411,0,4551,0,4551
11451,birax,0,1,781,0,5476,0,5476
16262,Nodor,518,1,796,0,0,0,0
22718,hwei,340,1,1643,56,0,0,56
46212,Ragewear,144,1,3682,3282,0,0,3282
51181,Rattenbaron,0,1,543,0,0,0,0
51578,CrashTestDummy,0,1,2026,7409,2495,0,9904
52326,Leopold55,185,1,1461,0,0,0,0
52534,roter rabe,342,1,1154,0,5138,0,5138
55121,MGDriver,0,1,347,0,529,0,529
60395,schmusekater46,14,1,838,0,129,0,129
60416,Skally,0,1,541,62,0,0,62
60462,framichel,342,1,1030,4355,12226,0,16581
63348,Konv,521,1,1199,0,0,0,0
64657,Sir Fitz Oblong,424,1,452,87,0,0,87
72835,kasperkarl,350,1,1680,26,0,0,26
73159,Dnepr,0,1,162,0,117,0,117
80523,wsdut,0,1,26,0,0,0,0
92165,Sir-AS,0,0,0,0,1886,0,1886
96264,Vatti,0,1,1815,0,8966,0,8966
96551,Lord Bergi,56,1,841,0,0,0,0
98114,jerry77,612,1,268,0,0,0,0
101438,otzelotl,101,2,4352,3342,0,0,3342
104322,Taps0815,0,1,347,0,1188,0,1188
106569,Red_Ice_Dragon,152,1,246,7,1835,0,1842
106967,Terence Hill,497,8,20615,12883,0,7226,20109
111003,the dark kasa,0,1,184,0,0,0,0
112157,RiddleAura,0,1,1744,0,48353,0,48353
116647,Doknom,0,0,0,0,1640,0,1640
119382,rambow,464,4,13250,23978,40,89,24107
120926,schwazer ritter,0,1,237,0,138,0,138
128761,logos,0,1,1493,0,0,0,0
129353,Spaki,0,1,1447,0,0,0,0
129687,~TheRock~,0,0,0,0,191,0,191
130020,Coyote_WIN,0,1,26,0,0,0,0
131441,Lübby,557,1,835,0,0,0,0
133852,Broncho,625,2,8481,5831,654,0,6485
140127,tandem 270,0,1,561,0,10,0,10
142049,theillnes,235,2,3453,0,1909,0,1909
142764,Thor49,318,1,1365,0,0,0,0
149706,.shark.,0,1,26,0,0,0,0
152124,FuchsXS,131,2,5768,5075,0,0,5075
154754,Re´u,327,1,2743,0,968,0,968
158361,Knappen,0,0,0,2019,8858,0,10877
160236,PirateOfGrandLine,0,1,26,0,0,0,0
168411,Kibitz,0,1,1076,0,10,0,10
168739,RobQ,386,1,2151,0,0,0,0
171619,Sancerre,119,4,11971,7556,13238,0,20794
174728,M@dm@x,0,1,2471,61,6947,0,7008
177762,Skrupellos,0,1,674,0,0,0,0
181887,rednexx,0,1,957,0,54,0,54
186056,El Cid 3001,0,1,2258,53,21374,0,21427
187349,Beaty,264,1,451,0,0,0,0
190628,MasterIllidan,0,1,3585,0,0,0,0
194641,DarkRider 1,37,1,1576,675,2400,4964,8039
196521,Spartenpobacke,0,1,26,0,0,0,0
198161,abudi,92,1,2944,0,0,0,0
211951,eurofighter89,373,1,1407,0,0,0,0
213937,Hunar,0,1,487,154,2360,0,2514
218277,Mc Knife86,0,1,68,0,0,0,0
222957,VanTeX,0,1,163,0,0,0,0
226041,Flix500,0,1,70,0,0,0,0
229943,eisbear,555,0,0,339,6380,0,6719
239493,colonist,99,1,1650,0,0,0,0
251919,notpolizei1993,61,1,2233,0,0,0,0
253790,OBIS,312,1,1666,0,0,0,0
257510,DrHooxon,3,1,1348,252,0,0,252
257652,mpeG,368,1,838,0,0,0,0
258402,Haile64,0,1,1684,0,6131,0,6131
258773,Saifra,123,6,19705,10028,221,0,10249
259525,der zocker,160,1,2018,0,0,0,0
262227,Charlie,264,0,0,0,454,0,454
266380,Jawl96,0,1,698,0,159,0,159
268365,Buddy01,59,1,1869,0,0,0,0
272291,good punisher,0,1,760,0,2625,0,2625
275014,Rhana,0,1,176,0,0,0,0
275087,Unschuldsengel,0,1,26,0,0,0,0
278715,Alfred Biolek,0,1,1485,0,10,0,10
287459,Evangelina,20,1,345,0,1558,0,1558
287884,Barnes,313,1,2810,130,96,0,226
287971,S4mson,0,1,509,0,0,0,0
295281,bay3rnt.ter04,472,10,41103,33403,572,114,34089
297598,fzeichen,0,1,649,0,146,0,146
300370,Tom 1,0,1,1319,1400,307,0,1707
300633,Kevooos der Große,12,5,7539,0,99,0,99
310663,humululu,461,2,10539,14562,151977,42,166581
311848,poti,293,4,8896,0,675,1261,1936
312204,Stiesel,277,1,2753,0,78,0,78
313901,Malekith,314,1,1260,0,0,0,0
316139,guennivomsachsenland,0,1,26,0,0,0,0
316840,FireBurn,0,1,367,0,108,0,108
319909,Der Held schlecht hin,0,1,2794,121,0,0,121
321726,Beizer,0,1,2636,0,1428,0,1428
322147,HobNixx,0,1,868,228,0,0,228
322376,SinCity,0,0,0,0,2289,0,2289
324718,Braco,0,1,285,0,0,0,0
326912,Lord Odin,0,1,270,0,0,0,0
330523,Guido71,0,1,756,0,0,0,0
333547,K.G.S,0,1,969,0,941,0,941
336967,KlassenBester89,15,0,0,0,2904,0,2904
337961,PAULIANER,85,1,588,0,0,0,0
339337,Kehrmann3,0,1,733,0,148,0,148
340131,Drees,0,1,634,0,10,0,10
341231,flockie,0,1,2407,0,6883,0,6883
351069,Blabb,342,1,1735,0,0,0,0
359552,psyscho66,0,1,133,0,0,0,0
360538,Dirty Harry 3,0,1,2700,0,0,0,0
360932,D-Voice,0,1,129,0,16,0,16
365113,chaos_elfe,0,1,198,0,78,0,78
366473,McMarek85,128,4,12645,10781,26,0,10807
368877,karatekid1,0,1,1490,0,1646,0,1646
369544,king pani,0,1,1612,0,0,0,0
369646,Daddeldu,89,1,655,7455,9241,0,16696
383773,Timo der 1.,322,5,15598,10857,90,0,10947
387223,Mastermjk,365,1,950,0,0,0,0
393893,Leadership,87,1,845,0,0,0,0
397337,Hirsch-Bock,150,4,21576,26676,15554,16,42246
400157,wobroy,295,1,2788,164,30,0,194
402274,gabymaria,0,1,417,0,8,0,8
402492,töm,0,1,2089,0,0,0,0
406907,7on9,6,1,3650,221,0,0,221
409237,Der Phönix ist da,0,1,1826,0,4757,0,4757
419042,fsb1,0,1,326,0,176,0,176
427376,viktor395591,0,1,640,0,48,0,48
428497,Keksfahrer,131,1,4228,960,0,0,960
430677,vidde,0,0,0,0,4729,0,4729
438481,pharmazeuticus,0,1,2912,0,0,0,0
445308,inYaFace69,0,1,386,0,260,0,260
446010,***Border***,49,1,2831,1202,0,0,1202
454627,tzZe,482,0,0,891,3305,0,4196
455448,Unit 01,282,1,2998,0,0,0,0
461286,Der Gangmaster,0,1,80,0,0,0,0
473648,Von Oberburghof,32,2,6975,10193,56,0,10249
477421,skareb,65,3,6438,0,136,0,136
485896,checker07,373,1,2879,0,190,0,190
485965,MichaCologne1,0,1,197,0,0,0,0
491015,ichemer,0,1,214,0,0,0,0
494126,merci-cherie,0,0,0,0,471,0,471
495404,lover1,524,1,1152,0,352,0,352
496108,hoepa,343,1,349,0,0,0,0
515333,FeelingFree,0,0,0,6954,29837,0,36791
520283,prinzwilli,18,2,7067,9859,382,177,10418
521016,katerle70,348,1,488,0,0,0,0
529923,turtscholu,0,1,5723,1332,0,0,1332
531673,Lenze,285,3,11373,16840,0,0,16840
532597,Betharon,47,2,4833,0,78,2066,2144
540087,Alexej23,139,1,1881,979,274,0,1253
543535,mantu,0,1,304,0,0,0,0
548866,Thespiti,413,3,6311,3803,392,0,4195
549261,usherle,0,1,151,0,18658,0,18658
549882,GEORG*1,0,2,3827,0,116,0,116
550694,toni2805,454,1,1445,0,878,0,878
552642,fuzzy1710,340,1,3310,104,16,0,120
553757,Aschilos61,0,1,1277,0,402,0,402
554029,Master91X,0,1,155,0,0,0,0
556673,Cyberdominik,237,3,3855,1795,32,113,1940
558418,kk5791,0,1,473,0,52,0,52
558807,Max1!,0,1,1782,0,10,0,10
564586,msk06,0,1,240,0,1643,0,1643
575132,lord buchi,0,1,81,0,0,0,0
577655,flofighter88,0,1,917,0,0,0,0
580170,Mr König,436,1,1040,0,6,0,6
583857,Wolf 007,59,2,6850,2613,0,14,2627
591854,Budendropper,533,2,3867,0,0,0,0
606419,Maaarvin,0,1,751,0,1952,0,1952
607767,volke25,250,2,5089,0,156,0,156
607872,tommyhu,327,1,1082,0,0,0,0
608497,meluana,221,6,18108,20508,574,1813,22895
614761,d ugt,0,1,1284,4,0,740,744
618448,Bad Boys 77,150,4,9007,5913,338,556,6807
624214,Atariandi,132,1,2385,0,0,0,0
624770,Bergbaron,59,3,6688,3927,1741,0,5668
626553,Maxy 01,185,1,1445,0,0,0,0
627183,Timbo one,0,1,38,0,0,0,0
629214,Asgamba Huh,237,1,450,0,78,0,78
632653,Sepp von Drazdany,59,1,2234,0,5424,0,5424
651784,Die Fruchtfliege,0,1,172,0,0,0,0
656703,pergola,0,1,527,0,292,0,292
659722,padi1988,237,1,2883,0,592,726,1318
663711,Thoschi84,0,1,815,0,14709,0,14709
669723,JackLuna,232,2,7322,3717,0,456,4173
673475,kadador,0,1,304,0,0,0,0
677000,H3KTOR,262,2,2403,16,36447,0,36463
681019,KingGerman88,28,2,5903,6723,0,0,6723
683278,blub19941994,0,1,580,0,266,0,266
685229,Alkapone-,0,1,265,0,93,0,93
687990,dilo123,0,1,488,0,2605,0,2605
689302,saxmut1066,293,1,2275,90,102,270,462
689665,Aldan,0,1,71,0,0,0,0
690413,Swi-StE,0,1,114,0,0,0,0
704848,McSteinbrecher,28,6,25286,3567,238,0,3805
705747,Don-Killa,65,1,3456,0,0,0,0
710130,Devil57,120,1,2702,54,108,0,162
710149,gus06,0,1,143,0,0,0,0
715401,Blackbird-erp,0,1,630,0,1839,0,1839
715955,derkomanda,0,0,0,0,16114,0,16114
716354,xxtraderxx,0,1,122,0,0,0,0
724234,Neguri,181,1,3018,0,0,0,0
724844,Hans Wagenrad,11,1,1165,0,0,0,0
725995,dj shout,30,9,35963,2814,39769,2271,44854
729308,grobi92,508,1,982,0,994,0,994
733755,Donn promillo,517,1,1731,0,56,0,56
754109,eZPk,0,1,46,0,0,0,0
757936,Terranovese,0,1,123,0,118,0,118
760440,Mevo,83,10,38967,13,507,0,520
765017,---Speed--,0,1,136,0,0,0,0
767514,Suse1979,99,1,1559,0,34,0,34
770631,Schrupphuhn,185,1,1111,4,0,0,4
782862,Halstenbek,0,1,594,0,111,0,111
784081,Bobo8,0,1,26,0,0,0,0
787594,stiefel92,262,3,9846,4193,0,0,4193
792488,mertcan75,282,5,8534,254,325,127,706
794331,roddickma,0,1,1099,0,4,0,4
799699,Hennez,0,1,211,0,785,0,785
800447,Fam0usOne,0,1,239,0,0,0,0
801831,JüGg!,275,5,11647,4266,73,0,4339
803854,Der Rächer 30,472,2,5902,0,91,0,91
809354,Hennessy,413,1,2653,0,0,0,0
813539,Larslaxx,472,8,32480,2058,858,4152,7068
819560,dragon35,0,1,206,0,0,0,0
821272,!!YMH!!,0,0,0,0,10114,0,10114
823432,chacky chan,0,1,207,0,0,0,0
824029,MoreDreadofother,473,1,2972,247,0,0,247
830397,eddy the king,444,1,816,0,0,0,0
834384,Partizan Thomas,0,1,468,0,198,0,198
835383,Mark1990,602,1,438,0,0,0,0
836299,super big boss,518,1,1873,0,0,0,0
840147,Black Willy,0,1,238,3470,510,0,3980
844458,Larb,0,1,391,0,68,0,68
852853,Lord of Megadesaster,473,2,4725,0,0,0,0
858526,schuschei,85,1,1986,0,0,0,0
860807,Bierschutzverein,518,1,1064,0,0,0,0
866632,Haaans,0,1,403,0,0,0,0
870268,gem1,36,1,633,0,0,0,0
875525,langer45,464,1,4281,13915,1243,982,16140
879345,DerFriedvolle,14,1,592,0,28,0,28
881130,zuhomer,0,1,616,0,40,0,40
881657,Der Hanseat,0,1,218,0,0,0,0
884339,McSid,0,1,1125,0,0,0,0
885738,fuzzi.007,482,3,6403,306,162,0,468
885891,CHR!S1988,55,1,3838,0,32,0,32
900398,Kuschler,0,1,26,0,0,0,0
902658,jeannedarc49,175,1,392,0,4523,0,4523
903724,Sid43,0,1,206,0,0,0,0
906863,Danielt110,0,1,28,0,0,0,0
910346,The blue Hero,0,1,3396,0,18,0,18
922851,$king OF Kings$,0,1,291,0,390,0,390
935200,Karamelbonbon,0,1,26,0,0,0,0
940772,Jawion,386,4,3843,0,91,0,91
941519,bibi100,0,1,1239,0,2676,0,2676
946530,Fürst Mieszko,0,1,26,0,0,0,0
946904,El Jugador Loco,369,5,5252,49,39,0,88
947376,bigboy01,554,1,2311,0,780,0,780
950144,delanorte,170,1,791,0,0,0,0
950524,Lucicia,0,1,646,0,184,0,184
957722,wolle40,0,1,652,0,2214,0,2214
964842,streamline,14,1,2430,269,3541,0,3810
965409,Meditales,0,1,44,0,0,0,0
967699,Busenschreck,0,1,197,0,168,0,168
971259,totward,8,3,10948,6767,178,0,6945
973186,die Sauerländerin,351,1,261,125,670,0,795
978765,Soundcraft Si Impact,8,5,15495,19769,91,0,19860
981963,Vampyrchen,346,1,951,0,564,0,564
982237,Lieschen33,0,1,393,0,318,0,318
984171,alf ölfass,0,1,475,0,770,0,770
984470,knorzer,51,1,4040,0,0,0,0
986329,NoArch,14,1,1513,0,0,0,0
992163,Bunnito,0,1,278,0,89,0,89
994247,Boyer1,0,1,658,0,0,0,0
996347,Feuertänzer9999,82,1,341,0,0,0,0
996836,hamstiline,0,1,126,0,0,0,0
998056,shiva 10,35,1,1669,0,0,0,0
999792,luebbke007,0,1,1839,0,0,0,0
1006884,Skyhammer,405,2,942,4,5258,0,5262
1015155,bjrn202000,83,1,2758,0,0,0,0
1016918,.RetroVirus,152,1,2079,0,0,0,0
1019948,ohura,6,1,345,0,0,0,0
1020788,Gromper,277,1,4819,0,1638,0,1638
1027253,jusumi,0,1,544,0,0,0,0
1032951,ecstom,215,1,1064,0,0,0,0
1036882,doc1982,0,1,514,0,445,0,445
1039613,der bessere imperator,386,1,622,0,0,0,0
1041015,Loopy,456,5,6728,0,57531,133,57664
1051207,vbcji,0,1,59,94,8771,0,8865
1054932,vothi,0,1,293,0,0,0,0
1060260,Chicko97,0,1,271,0,0,0,0
1061536,King Yannik,226,2,5678,0,0,0,0
1065350,Die Sowältsche,52,7,11231,18471,73,1923,20467
1074846,Serverschreck,61,1,589,0,0,0,0
1078044,McKilroy,0,1,61,0,20,0,20
1080223,alte wolf,0,1,668,0,16,0,16
1086282,m-k-zwonix,0,1,523,0,40,0,40
1091740,BlackWitch83,0,3,4555,465,320,0,785
1093771,Thyros,0,1,1602,0,0,0,0
1094420,Korn85,405,4,6790,1800,0,0,1800
1096027,valentine2,8,1,2915,0,0,0,0
1100582,Kowest,0,1,6589,20,8980,0,9000
1102568,mein papa,0,4,24483,23052,8,0,23060
1102804,Unicorn Pink Fluffy,565,7,27543,20764,42471,11153,74388
1103024,abbar,221,3,5633,5063,340,0,5403
1105059,Numex,0,0,0,2512,7341,0,9853
1106388,lusser,87,4,6323,4699,356,0,5055
1108559,pc....,0,1,1212,0,326,0,326
1109602,totodami,0,1,474,22,21823,0,21845
1113238,schnapsnasenhai,41,4,5245,0,260,0,260
1116310,trolli675,237,1,406,0,16,0,16
1122873,jupiterms,0,1,110,0,72,0,72
1125583,Mickylein,464,2,4872,951,6505,440,7896
1130518,LS1992,497,8,29456,24890,119,6782,31791
1134183,Chryssys,82,1,545,0,0,0,0
1135150,Kämpfer 1234,0,1,26,0,2,0,2
1144521,maduen,130,13,47353,13370,100,0,13470
1149311,CARBON3,0,1,26,0,26,0,26
1152614,alexb19961996,0,1,350,0,0,0,0
1153440,FRAH,64,1,3465,0,0,0,0
1160190,Tungil Goldhand 2,377,1,1383,0,0,0,0
1161362,Bauernkicker,311,1,832,0,312,0,312
1162413,aufschwung,0,1,655,0,0,0,0
1167086,green-girl,0,1,2215,0,0,0,0
1167537,Cryman72,0,0,0,0,1227,0,1227
1168172,fahrradschrauber,85,1,986,0,300,0,300
1169680,Hugoland,348,1,501,0,0,0,0
1180286,bigking1,82,1,2732,63,0,0,63
1186708,spenco92,0,1,289,0,0,0,0
1193505,Wumpelos-Knopperos,0,1,329,0,0,0,0
1198257,SlimShady,0,1,162,0,117,0,117
1210928,Melyra,0,1,682,0,2696,0,2696
1211055,Cataleya1,3,3,3480,0,0,0,0
1213503,Lord Reagon,0,1,718,0,0,0,0
1214022,balla bing 1,219,1,824,0,0,0,0
1216362,Kaldi,221,4,19123,8033,2699,0,10732
1230673,KinkyTime,0,1,449,0,108,0,108
1231846,Nigott,0,1,26,0,7685,0,7685
1234644,alex3128,464,2,5807,2434,0,317,2751
1234809,Icemax,0,1,298,0,0,0,0
1239642,futbolplaya,386,2,3390,0,99,0,99
1244552,allymante,0,1,615,0,0,0,0
1257571,Invasion Marc,456,4,5654,15,985,12431,13431
1259273,portobello,0,1,345,0,7413,0,7413
1260323,Linessa,0,1,1110,0,10266,0,10266
1260565,RoyalTiger,436,1,1742,0,20,0,20
1265792,Esrobaldh,247,4,7374,92,255,0,347
1274350,Eisenbein,0,1,414,0,1,0,1
1282194,Ennds,0,1,227,0,0,0,0
1285199,legion.o,0,1,2326,3596,0,0,3596
1291828,CommanderCain,0,1,1019,31,31268,0,31299
1295499,Juwen,295,3,4933,8967,1050,20,10037
1296370,Tanitha,0,1,371,0,0,0,0
1296862,dav11,0,0,0,0,2361,0,2361
1297454,dlanesH,0,1,2450,0,0,0,0
1303880,Michael65,0,1,7476,0,0,0,0
1304688,marivi,36,1,491,0,0,0,0
1306780,Klabautermann4444,90,2,5554,1266,2542,741,4549
1308041,Lord Liemert,0,1,904,0,270,0,270
1308437,Bobah,0,1,26,0,0,0,0
1324944,50 Alexander,176,1,229,0,0,0,0
1329319,skipistensau,225,4,13863,6824,25369,0,32193
1333459,Mallawie,39,3,4475,0,0,0,0
1334449,strong 2,0,1,244,0,0,0,0
1337938,diphinila,0,1,761,0,3823,0,3823
1339166,Fredix,0,1,1257,0,41,0,41
1340874,H-a-i-e,0,1,69,0,0,0,0
1344079,neew,0,1,1224,0,0,0,0
1354094,hevi,0,1,2070,0,0,0,0
1369376,Faradir,0,1,845,15,2,0,17
1372342,alsi der schmächtige,313,1,759,0,0,0,0
1375412,ulrich-ag,59,8,20514,11894,3246,245,15385
1381625,silvu93,32,3,6266,7341,0,0,7341
1382731,Nicola111,384,1,3784,2188,256,16931,19375
1383868,Calahad,0,1,470,0,308,0,308
1385733,haniced,0,1,68,0,0,0,0
1386990,faebum,0,1,26,0,0,0,0
1392752,Timschn,0,1,26,0,0,0,0
1406771,Powergirl 4ever,59,1,2870,162,8,87,257
1407936,O.oCatweazelo.O,0,1,371,0,0,0,0
1410479,Hundertzwölf,281,1,184,0,1412,0,1412
1418284,Kenan60,0,1,196,0,3,0,3
1427530,Elsabele,21,2,4471,9943,0,0,9943
1442482,ThanaTos3k,348,1,1018,0,4019,0,4019
1447921,AM-Paulchen,0,1,1779,0,0,0,0
1457530,Jörg-Hans,0,1,246,0,0,0,0
1458607,TheDy,128,3,7456,20423,26,0,20449
1459068,Egeran,0,1,986,0,0,0,0
1461885,Lord Balardir,49,4,6692,3669,92,0,3761
1469461,Grimmiger Wolf,0,1,396,0,1366,0,1366
1471481,XxDiegoxX,176,1,2325,58,531,0,589
1472477,knack123,63,2,6740,148,587,0,735
1474113,Tigerfoh,0,1,26,0,0,0,0
1476550,Linde 100,464,6,24627,40902,0,1286,42188
1479250,King Maximus1,176,2,4296,3014,222,0,3236
1479446,Straatus,0,1,1183,0,0,0,0
1492377,Desert Fox,95,3,5020,0,583,0,583
1492908,Indianola,29,1,592,0,0,0,0
1493164,RINGLER,464,2,6629,2581,0,1115,3696
1495707,IMPERATORMP,0,1,298,0,873,0,873
1496613,*13*er Kriger,64,1,1546,0,0,0,0
1497019,Sharkmore,0,0,0,0,462,0,462
1498194,Perle4711,0,0,0,0,400,0,400
1499500,Skyair,0,1,1023,0,0,0,0
1503822,Dorfguru,114,1,430,0,16557,28,16585
1515293,Hummes,0,1,75,0,0,0,0
1516616,Totendealer,11,1,1150,0,0,107,107
1518944,Atlam,160,3,5242,3859,382,151,4392
1520704,Andy2905,27,1,3596,0,11114,0,11114
1531607,ZeChY,0,1,1308,0,28,0,28
1536512,Trikon,0,1,3583,63,0,0,63
1537497,kardinal6,65,1,227,0,4320,0,4320
1555549,killday,77,3,8434,1262,523,0,1785
1556117,ghettonen,371,1,646,0,1854,0,1854
1557369,Candamir der Wikinger,0,1,1203,0,0,0,0
1559455,Kreei,0,1,48,0,0,0,0
1561562,Pati 96,56,1,3159,36,0,0,36
1561690,Beck16,0,1,365,0,355,0,355
1563352,Medi1807,0,1,386,0,40,0,40
1564941,leuchtkaefer,0,1,587,0,76,0,76
1565777,lisent,0,1,679,12,98,0,110
1567606,Wolfwood-42,0,1,49,0,0,0,0
1576855,Anbu95,365,1,555,0,0,0,0
1577897,Bedienner,0,1,1192,0,0,0,0
1586253,MM-Master,533,2,11091,19863,12102,0,31965
1588656,Dark Shadow19,0,1,358,0,13,0,13
1591268,dragodriss,0,1,477,0,86,0,86
1594795,Soldat Kreei,282,5,10845,5857,104,0,5961
1596362,15siggi,486,1,2941,0,200,0,200
1601449,xesar,148,1,3725,0,0,0,0
1625740,Wie ich,56,1,1635,838,8,0,846
1625880,Karl der Kaefer99,0,1,1025,0,0,0,0
1630041,@Platoon@,498,1,923,0,258,0,258
1634636,Werner Bremen,0,1,4337,0,10,0,10
1635585,ahura,414,1,805,0,468,0,468
1637531,klaudesi,0,1,322,0,0,0,0
1639634,Wylaryzel,322,3,4699,0,93,0,93
1640677,Hermanvaan,536,1,911,220,120,0,340
1640849,METZGER GUIDO,413,2,3990,90,0,0,90
1641175,endox66,0,0,0,0,5878,0,5878
1643095,burni47,99,1,971,161,20305,0,20466
1649481,spasmo,311,2,3766,1329,180,0,1509
1650546,gunnar11,301,1,543,70,46,0,116
1650986,Ninik94,0,2,7639,2203,2389,0,4592
1653143,beowulf40,0,0,0,0,2255,0,2255
1657908,NOMINE78,444,1,1725,0,0,0,0
1664238,PzAufklärer,0,0,0,0,2478,0,2478
1668821,pwillrich,82,1,438,0,3838,0,3838
1670892,llarissa,0,1,443,3449,3855,0,7304
1671427,King Kerberos,0,1,1156,0,963,0,963
1675139,Jero,0,1,167,0,5352,0,5352
1675869,Der Zolt,0,1,372,0,1542,0,1542
1677602,SirLelalot,52,2,7150,4107,1098,22,5227
1680247,kittmann,0,1,26,0,0,0,0
1683447,chickengourmet123,0,1,26,0,0,0,0
1684295,MWKiller80,20,1,808,0,14,0,14
1684361,iain.james,0,1,1104,0,225,0,225
1685756,sds123abc,0,1,487,0,0,0,0
1689796,Gandalf Silberbart,41,4,7707,232,220,0,452
1706835,Biker750,290,0,0,0,4434,0,4434
1709152,Klohner,0,0,0,0,4629,0,4629
1716929,schwarzer kauz,0,1,2378,0,0,0,0
1720464,Lady Angelica,0,1,2951,0,0,0,0
1725309,9PRF,314,1,362,0,12274,0,12274
1728057,Playa Bouys Vernichter,0,1,3022,0,820,0,820
1739659,rusden,0,1,661,0,0,0,0
1743119,derborch,0,1,394,0,0,0,0
1747165,emre134,0,0,0,0,8455,0,8455
1756306,Queckie,0,0,0,0,337,0,337
1761946,DIeter01,244,1,371,0,51,0,51
1765590,liebesbotin,6,1,1890,0,3170,0,3170
1769818,masterlukas1,0,1,1594,0,380,0,380
1780546,Faehnleinmeister,0,1,1201,0,0,0,0
1785224,looch,364,1,3165,0,0,0,0
1791682,Eto1,0,1,2560,0,0,0,0
1792869,McCooLLL,237,1,2647,8024,252,187,8463
1807708,Erik Odinson,6,1,1420,0,0,0,0
1819870,tod13,47,6,15963,18460,39,15360,33859
1821774,ADA09,0,1,692,49,0,0,49
1823376,Nitramuss,0,1,308,0,0,0,0
1838107,Botuser,285,2,7861,15146,15788,0,30934
1847901,Dragon1312,0,1,315,0,0,0,0
1854435,xx bjoern xx,206,1,208,0,6672,0,6672
1865942,stonedflo,90,2,4498,1899,0,4919,6818
1870481,Fuchs 4,139,2,1656,0,10547,0,10547
1873810,Flogensi,351,1,1713,0,1597,0,1597
1897528,biri13,0,1,615,0,429,0,429
1902642,King-Kenan,101,1,3562,0,356,0,356
1903314,blaxxsun,0,1,26,0,0,0,0
1916922,yv77,29,1,517,278,705,0,983
1918948,ICH-bin-DU,0,0,0,712,151,0,863
1928966,svandy,557,1,818,0,16193,0,16193
1932859,Mitron von Mandor,459,1,690,0,0,0,0
1934876,laolamia,144,3,7920,22125,0,0,22125
1938959,Mecki96,283,1,612,0,20,0,20
1940255,pionier18,0,1,746,0,0,0,0
1941374,MasterRandor,384,1,2441,0,0,0,0
1941704,jonas-97,0,0,0,0,1127,0,1127
1944959,MerkurHB,287,1,498,0,1590,6,1596
1949165,bigstruppie,342,1,214,0,8482,0,8482
1956243,nistor,560,1,3854,0,6216,0,6216
1958261,Dragon53,386,1,1127,0,0,0,0
1966463,bruno der böse,0,1,619,0,0,0,0
1968704,Don Vodkal3mon,0,1,217,0,724,0,724
1974764,ajax der III,497,2,5819,26774,66296,2681,95751
1985925,SK Rapid96,0,1,436,0,608,0,608
1986477,Piet94,0,1,224,0,271,0,271
1989819,Endless21,5,5,9345,3170,543,0,3713
2003379,dennis kr,0,1,523,0,302,0,302
2018081,Wolfshirn,0,0,0,0,5255,0,5255
2022683,Tim20051,0,1,408,0,0,0,0
2022803,Gasimbor,0,1,3352,0,238,0,238
2033332,Stammmeister10000,0,1,499,0,171,0,171
2038810,Stellonyus,0,1,1663,0,8,0,8
2046700,Helmehaffax,0,1,26,0,0,0,0
2048415,Superinter,0,1,562,0,1099,0,1099
2049553,Ak7i7ra,0,1,1227,0,0,0,0
2050145,zecke33,518,1,667,0,0,0,0
2051862,dä caro,107,1,679,0,58,0,58
2058085,Lord Peter VI,0,1,248,0,0,0,0
2067883,ElfeNaseweis,21,1,805,0,0,0,0
2069066,AndiDTI,0,1,430,0,0,0,0
2069613,voliimann,560,7,20206,11699,725,0,12424
2074808,C4m3lfreak,222,1,225,0,843,0,843
2077623,KiMa2008,0,1,188,0,312,0,312
2078242,Flo Hoege,555,1,1934,0,1766,0,1766
2086313,King Stingray,0,3,8135,17848,0,0,17848
2089421,Burgi26,0,1,1738,0,0,0,0
2098404,Coolkid-jere,0,0,0,98,1012,0,1110
2100127,SkullFull,148,10,25884,5491,1905,0,7396
2105859,Big Mom,0,1,166,0,26,0,26
2108124,von verl,0,1,394,0,1252,0,1252
2110165,sir franzl,386,1,1910,0,0,0,0
2114228,Virtual Hunter,0,1,160,0,0,0,0
2114935,BodomTrier,451,1,750,0,0,0,0
2124349,fudel**,98,1,971,9,3339,0,3348
2128175,Lord Manfa,0,1,1696,0,0,0,0
2130884,thokem,19,1,872,0,1042,0,1042
2135938,1234 willi,235,1,1463,0,0,0,0
2148643,Der Ruhige60,609,1,684,0,4594,0,4594
2156727,nilswal,342,1,364,0,374,0,374
2160809,Wulfmann,277,1,2528,0,3468,0,3468
2161090,Doni Armstrong,0,1,45,0,0,0,0
2166215,Ferdiflixt,0,1,62,1580,18817,0,20397
2168430,Fr3akY Br0th3rS,0,0,0,0,2825,0,2825
2177751,Graf Blacula,0,1,646,0,20,0,20
2178609,Schmackos,382,1,239,0,8896,0,8896
2184767,chania,0,1,1009,0,0,0,0
2195743,hampe,0,1,141,0,0,0,0
2201913,freddy1972,179,1,2436,0,0,0,0
2206021,Silla1993,0,1,26,0,0,0,0
2206898,Enterprise 2,298,1,2174,0,18,0,18
2213853,mbty,0,1,427,0,494,0,494
2214565,nomellis,295,1,714,0,50,0,50
2216242,sparti andreas,176,1,560,27,2411,0,2438
2217626,Sumono,472,5,15355,712,104,8,824
