id,name,ally,villages,points,att,def,sup,all
1577027971,JonnyK24,0,0,0,154,2399,0,2553
1577028321,DragonMaster80,77,3,4058,0,62,0,62
1577028879,hoch25,0,1,477,3405,6455,0,9860
1577029422,stbaumann1972,0,1,351,0,0,0,0
1577029596,wanze21,0,0,0,1430,17451,0,18881
1577031242,Lord Flow,0,1,228,0,68,0,68
1577031512,BaBu,72,1,2147,0,0,0,0
1577032159,Tevares,405,1,2698,84,591,315,990
1577033300,Umanic,0,1,762,0,0,0,0
1577033389,GulEvek,276,1,4878,0,0,678,678
1577034305,Yosemite Sam,11,1,454,0,0,0,0
1577034377,F3myS,0,1,26,0,0,0,0
1577034672,samder1,0,0,0,0,1367,0,1367
1577034674,bashxxx,443,0,0,68154,805,0,68959
1577034833,Kaiser Stenzel,245,1,635,20,10,819,849
1577034997,Tine2102,0,1,359,0,0,0,0
1577035038,KobeerBryant,160,2,5147,47,442,0,489
1577037525,Bash4Life,0,0,0,93,2169,0,2262
1577037730,BugsBunny1955,0,1,155,0,0,0,0
1577038440,KscFreak94,0,1,1676,34,8,0,42
1577039186,Ezazy,0,1,274,0,0,0,0
1577039238,OcbRitter,0,1,131,0,0,0,0
1577039581,Karl der 4,0,1,59,0,0,0,0
1577040156,SnackerB,0,1,26,0,0,0,0
1577040263,Beer97,28,13,38913,34725,2914,2436,40075
1577040475,Herzog Enzo,0,1,158,0,17160,0,17160
1577042248,könig hanz peter,0,1,577,0,0,0,0
1577043653,Lord 77Maxwell77,0,1,309,0,465,0,465
1577044518,El Amigo,0,1,499,7034,5908,0,12942
1577045013,Emeriica,444,1,4370,1174,0,0,1174
1577045351,ellinger,328,1,1400,121,19007,1017,20145
1577046315,Frag.Nag,0,1,937,0,304,0,304
1577046434,Aufstand,0,1,3103,0,200,0,200
1577046752,Lord Gumbelbert,0,1,891,0,534,0,534
1577047091,HardcoreSuchti,276,1,1719,0,1411,968,2379
1577048182,valteax,0,1,403,0,0,0,0
1577049933,drakudirk,346,1,786,0,0,0,0
1577050492,xDave98,498,1,1506,0,0,0,0
1577050582,xteatow,0,1,26,0,0,0,0
1577050969,quazar95,95,2,4452,0,561,0,561
1577051456,sandpfurz,95,2,5785,200,542,5759,6501
1577052039,lordprime,0,1,114,0,40,0,40
1577052639,Emre.VI,0,1,650,0,0,0,0
1577052944,definitely not sony,0,1,688,0,0,0,0
1577053386,Haiforelle,142,1,484,0,897,2442,3339
1577053574,Cryzoa,0,1,2582,8150,0,0,8150
1577054379,Whatzzzz,87,1,3390,0,0,934,934
1577055089,RicoDerGroße,0,1,106,0,0,0,0
1577056535,Gotti1904,0,1,2207,0,6490,0,6490
1577056538,LordMico,277,1,781,3086,4991,373,8450
1577056564,Lord Mobitz,235,1,1937,0,0,0,0
1577056860,Kingstar97,0,1,391,0,920,0,920
1577057758,Ultra-Instinkt,372,1,511,0,1164,0,1164
1577057761,pika-pika,372,1,2249,0,1462,0,1462
1577057767,12345678910,372,1,455,0,13321,901,14222
1577057989,SCHMUSE DIE PAMPELMUSE,0,1,347,0,0,0,0
1577058013,*Rantanplan,29,1,553,94,0,0,94
1577058540,Airwaves.i.LM.,0,1,42,0,0,0,0
1577058995,KrachBummEntee,247,1,1009,0,0,0,0
1577059736,Angst Potter?,123,14,70599,4218,22426,0,26644
1577060442,ELTURKO61,128,4,16737,5741,0,0,5741
1577060580,Rimduin,185,1,351,0,2607,0,2607
1577060944,Alpalmeras,221,4,13511,10987,1206,3615,15808
1577061017,wuestenfuchs93,517,1,2208,0,160,0,160
1577061292,king113,135,1,1603,0,1062,0,1062
1577062261,.Kekshandel,498,1,326,0,0,0,0
1577062835,Diego Maradona,5,1,504,0,0,0,0
1577063774,stubbigainz,0,1,26,0,0,0,0
1577064270,robert47,0,1,251,0,625,0,625
1577064397,MrCrabs1989,0,1,631,0,0,0,0
1577064445,Nightwolf,456,2,4846,855,28,5327,6210
1577065153,GmaesProu,276,1,2378,0,0,0,0
1577065649,Rosthagel,215,2,3546,0,424,0,424
1577066276,eism,51,4,6656,3790,370,0,4160
1577066459,bigdaddy19670,0,1,1762,0,0,0,0
1577066533,Tungdil,0,1,3796,0,18424,6379,24803
1577067077,ole einar,0,1,289,0,0,0,0
1577067325,Sun God NIKA,0,1,156,0,96,0,96
1577067968,Niiesii,128,2,5386,6214,0,0,6214
1577068853,MrCosmoOG,178,1,1144,0,13,2269,2282
1577068924,felixio2,351,1,877,0,0,0,0
1577069213,canrafet,620,2,8968,31562,0,1262,32824
1577070679,Goldrausch,148,11,46960,8825,0,0,8825
1577070840,Arikuma,0,1,702,0,0,0,0
1577071224,Coca,0,0,0,0,42,0,42
1577071465,Felix1987,27,1,3149,0,0,0,0
1577072244,Südwest,0,1,1282,0,8,0,8
1577072624,Ravo71,0,1,26,0,0,0,0
1577072710,Jan28,0,3,12159,11180,936,0,12116
1577073064,easy,130,28,105358,3936,2140,17661,23737
1577073353,Alkerus,142,1,429,0,24013,1104,25117
1577073824,MonaLisa,318,1,788,0,74,0,74
1577073873,imafkmostofthetime,0,1,828,0,0,0,0
1577074133,Teckplayer,444,1,702,0,20,0,20
1577074612,Tevion87,11,1,1935,8,72,0,80
1577074700,Galle97,0,1,413,0,670,0,670
1577075050,KönigSNODEFF,0,1,560,0,992,0,992
1577075090,Fendtinator,0,1,1102,0,0,0,0
1577075479,HugoBB,459,1,2593,0,0,0,0
1577075489,VENTRON,0,1,1334,12072,0,0,12072
1577076156,nikki,0,1,321,0,0,0,0
1577076415,Awesome Chaos for Lady,0,1,981,0,0,0,0
1577076729,papaholger,59,2,5736,1075,0,111,1186
1577076731,Merowinger,0,1,2106,0,0,0,0
1577077281,kris99,287,1,1045,0,0,0,0
1577077320,Zaniolo,0,1,2358,0,0,0,0
1577077531,GypsyBasteeerd,0,1,498,0,0,0,0
1577077787,Kinorushi12,52,2,9137,9642,100,20,9762
1577077797,evocza,52,2,8666,2965,303,71,3339
1577077854,Schnurrr,11,1,123,0,10372,0,10372
1577077942,blubb89,0,1,1070,0,0,0,0
1577078317,Arthur Boyle,0,0,0,0,3046,0,3046
1577080010,Lord Moschi,0,1,41,0,0,0,0
1577080653,idontknowman,0,1,274,0,0,0,0
1577080702,maikvd,0,1,338,0,0,0,0
1577081964,jonny5lebt,456,1,1791,0,0,2078,2078
1577082881,finsterbär,0,1,1354,0,130,0,130
1577083660,Hrothgar I,21,1,534,0,0,0,0
1577084043,Strassner,0,1,256,0,0,0,0
1577084206,INKOGNITO,0,1,724,0,0,0,0
1577084464,InsaneKid6,0,1,341,0,0,0,0
1577084602,Jelindrael,177,1,1383,0,0,0,0
1577084876,Mephlon,0,1,673,0,2387,0,2387
1577085256,Turtok,0,1,109,0,0,0,0
1577085351,Hoschy,496,1,937,0,160,0,160
1577086049,xero,125,2,3838,0,0,0,0
1577087191,Jasticx,0,1,51,0,0,0,0
1577088060,tob144,0,1,2008,0,246,0,246
1577088950,DobbyLovesSocks,0,1,179,0,259,0,259
1577090867,THIS IS SPAARTA,0,1,65,0,0,0,0
1577090986,Erzherzog Max von Bayern,0,1,2988,4644,14840,1463,20947
1577091000,Little Sis,0,1,210,0,0,0,0
1577091431,Stevebe78,41,1,2317,0,0,0,0
1577091879,sp23,0,1,26,0,0,0,0
1577092404,cab.thomas,232,4,7863,6586,1320,0,7906
1577092645,Ritter von Rost,0,1,166,0,277,0,277
1577093508,Buckwild,0,1,1267,0,0,0,0
1577094555,S1TTT,0,1,456,0,0,0,0
1577094827,Schäfchen,0,1,451,0,0,0,0
1577095727,dogan,0,1,984,0,0,0,0
1577096307,Konrad der Salier,203,1,1106,0,358,10735,11093
1577096875,Delgando,0,1,26,0,10125,0,10125
1577097076,chaosdevil,3,2,4847,2008,0,4,2012
1577097230,Loggarizm,0,1,1823,0,0,0,0
1577097300,SunnyFromHell,36,1,981,0,10,0,10
1577097467,Gönjamin,0,1,569,0,390,0,390
1577097792,Kasimir006,0,1,77,0,0,0,0
1577097827,InCreDible,0,1,26,0,0,0,0
1577098185,Sakura,498,1,531,0,0,0,0
1577098237,Scciropo.,0,1,26,0,0,0,0
1577098495,Wladimir123,0,1,2163,0,0,0,0
1577099059,Dafrashrokil,625,1,4337,0,0,0,0
1577099251,cronos67,560,1,1207,10061,6400,3,16464
1577100667,.StoffUndSchnaps,0,1,682,0,24,0,24
1577100814,DragonSinMeliodas,77,3,10575,334,4666,0,5000
1577100878,johnny21,0,1,364,0,0,0,0
1577100880,soeldner,27,1,496,0,0,0,0
1577102104,TeddyBaer,0,1,1720,801,10,0,811
1577102106,Ncohsl,0,1,1029,354,0,0,354
1577102232,MrSchicko,0,1,382,0,0,0,0
1577102640,Hooligan777,0,1,4909,3121,0,0,3121
1577102842,pdots2,85,1,1632,7270,10,0,7280
1577103522,Flexxiitt,30,3,5279,11700,12133,0,23833
1577103695,NimantFFM,295,1,3924,4,72,0,76
1577103914,the exxx,293,6,13626,7218,341,3597,11156
1577104233,stehbeisl3002,0,1,491,0,13,0,13
1577104559,FrancoGlarus,52,1,1626,0,7613,0,7613
1577105211,jana48,0,1,1826,0,458,0,458
1577106077,der Falke,41,1,2570,370,0,0,370
1577106493,timschlago00,0,0,0,0,2454,0,2454
1577106499,flady der 1.,148,8,21251,48681,16611,0,65292
1577106537,Trichterbrust,0,1,871,0,0,0,0
1577106793,Fiftyeight,0,1,138,0,154,0,154
1577106833,Nedoh,276,1,1997,86,0,0,86
1577107114,Fnutsch,41,4,6612,10907,746,4620,16273
1577107336,Dark Kanima,0,1,880,0,0,0,0
1577107395,hrvatino,0,1,100,0,0,0,0
1577107541,MaBaker,120,0,0,5543,1070,0,6613
1577108159,.007,151,1,1082,0,0,0,0
1577108171,DancingClown,0,1,924,0,321,0,321
1577108278,DerZerquetscher,0,1,484,0,916,0,916
1577109722,4g1v3m3,312,1,493,0,0,0,0
1577111565,Megatron,83,1,2847,0,0,0,0
1577111834,Lone Star,223,1,1226,0,0,0,0
1577111906,badxdog,529,4,15894,15911,13495,0,29406
1577112204,LordKempf,0,1,3642,26,0,0,26
1577112613,Batterie,0,1,373,0,0,0,0
1577112641,QPXX,0,1,939,0,12,0,12
1577112686,Zomber,316,0,0,0,690,0,690
1577112742,Strikta,0,1,371,0,1900,0,1900
1577113362,Nobody Nose,0,1,965,0,973,0,973
1577113388,bosenbo,0,1,1091,0,0,0,0
1577113456,King-Cold93,0,1,2110,0,3312,0,3312
1577114057,Hansueli12,63,8,24599,5207,1362,0,6569
1577114174,Smitty Werben,0,0,0,0,1609,0,1609
1577115198,Baxxter,0,1,1464,0,8529,0,8529
1577115400,Superquerulant,0,1,460,0,287,0,287
1577115923,Xarnak,276,4,7295,5583,0,2208,7791
1577116339,Der Zerstörer7,0,1,60,0,0,0,0
1577116597,Bierdimpfe,150,3,5212,2735,78,0,2813
1577116620,Der Bürgermeister,0,1,47,0,0,0,0
1577116754,Bleckmann,175,1,523,0,0,1477,1477
1577117195,NikBorCCCP,0,1,246,0,19,0,19
1577117696,GetLucky,482,1,1574,166,0,0,166
1577119226,Alex3118,0,1,138,0,0,0,0
1577119317,MüllersBüro,272,1,218,27,0,0,27
1577119452,Big Babba58,0,1,221,0,0,0,0
1577119675,StasiiHasii,0,1,26,0,0,0,0
1577120751,yerushalem,39,1,795,0,0,0,0
1577121930,iq100,0,1,1578,3383,280,0,3663
1577122126,CriticaLType,443,8,33995,63895,54,0,63949
1577122172,Eroberer-BBG,0,1,145,0,0,0,0
1577122431,Onkel-Nille,185,0,0,0,766,0,766
1577122903,tansis99,0,1,934,0,0,0,0
1577123026,Fr34k,0,1,291,0,1241,0,1241
1577123178,Kuno130,541,1,1324,27,0,218,245
1577123694,Salaran,0,1,3026,0,0,0,0
1577123936,WoCShadow,90,2,3638,0,130,0,130
1577124090,BornToBash,32,4,14412,6095,842,0,6937
1577124570,Powder,185,1,2994,322,0,0,322
1577124730,MINDBASHER,92,1,926,0,0,0,0
1577124977,.wav,5,4,10905,24580,278,0,24858
1577125671,Dicker Bibimann93,0,1,254,0,0,0,0
1577126109,Le Günni,456,2,4289,28,450,10363,10841
1577126254,PlayBoyTommy,0,1,1687,0,1008,0,1008
1577126355,klappe Knappe,0,1,26,0,0,0,0
1577126356,Arexis,239,1,2955,0,13856,0,13856
1577126611,Eisteefarmer,0,1,841,0,20,0,20
1577127089,Karl Heinz,0,1,2364,0,14,0,14
1577127233,Kellyrex,413,1,248,0,0,0,0
1577127281,Smeyer,0,1,198,0,0,0,0
1577127354,Pullover,464,2,4735,0,26,3658,3684
1577128080,Odenwald,183,1,338,0,0,0,0
1577128393,dossantos1896,0,1,1628,0,368,0,368
1577128585,Derores,0,2,5992,688,52,0,740
1577128718,KingHouston,0,1,1297,0,0,0,0
1577129123,harur 555,115,1,1945,264,214,0,478
1577129199,Ademier,334,1,223,0,217,0,217
1577129341,Peda0208,3,1,1549,0,1835,0,1835
1577129652,der toni,0,1,1901,896,0,0,896
1577129674,DerMüdeJoe,293,1,2035,0,0,1177,1177
1577129795,Lord Fabian,0,1,1335,0,4585,0,4585
1577130776,held123,313,1,999,0,0,0,0
1577130926,mentos,0,1,726,0,3294,0,3294
1577131139,Gilan01,0,1,309,0,320,0,320
1577131789,ReGeKo,0,1,952,0,5814,0,5814
1577132332,RobindeHood,415,1,1909,0,0,0,0
1577132384,gisgis,0,1,1527,384,3043,0,3427
1577133059,Dorf Rum,0,2,1095,16695,28290,0,44985
1577133469,MrSpeckels,0,1,26,0,0,0,0
1577133602,Lembo420,0,1,425,0,0,0,0
1577133696,Soldierofdeath,0,1,720,0,795,0,795
1577134720,knispel,163,1,2202,0,0,0,0
1577134796,Lifoff,0,1,88,0,0,0,0
1577135119,Gasse,0,1,532,0,0,0,0
1577136190,lebo,0,1,190,0,0,0,0
1577136351,Lyran,565,18,88721,40274,18437,20041,78752
1577137816,odin1977,87,1,3220,0,0,0,0
1577137838,Konan der Barbar,87,1,3220,0,0,0,0
1577138067,Schnaddeldue,366,2,5556,0,128,0,128
1577138591,AhoiBrause,0,1,38,0,0,0,0
1577138594,TatusIsGod,0,1,26,0,0,0,0
1577139113,Wolff,0,1,189,0,0,0,0
1577139117,Boomray,560,5,9525,1182,586,1308,3076
1577139269,Downpipes,0,1,552,0,0,0,0
1577139820,SGBene,123,3,7697,1570,130,0,1700
1577139881,Elron McBong,93,1,3310,0,26,0,26
1577140723,nic214,440,1,695,0,0,0,0
1577140988,Mauro7,0,1,762,0,0,0,0
1577141862,osse,0,1,26,0,0,0,0
1577141887,redtiger,626,1,196,0,0,0,0
1577142359,Liobana,63,2,5642,0,52,0,52
1577143315,nikschel,128,1,1807,370,0,0,370
1577143346,Lutz74,0,1,1530,0,0,0,0
1577143631,brygg,0,1,349,0,0,0,0
1577143981,Gorr*,0,1,561,0,0,0,0
1577144291,MissSchlumpf,0,1,26,0,0,0,0
1577144624,Phonix11,168,1,2074,0,0,0,0
1577146210,Giebele,0,1,539,0,0,0,0
1577146354,proz4xXx,0,1,168,0,0,0,0
1577147034,XXLDöner,541,1,3730,114,0,0,114
1577147190,IchLerneDeutsch,181,1,1798,9,0,0,9
1577147328,DeRHUNTER,0,1,214,0,0,0,0
1577147774,Krieger3,0,1,135,0,0,0,0
1577147822,pepe1997,0,0,0,0,1197,0,1197
1577148092,Etstargamer,436,1,5667,10075,30819,3209,44103
1577148923,TschechischerKrieger007,0,1,26,0,0,0,0
1577148956,Namless,277,1,1085,0,0,0,0
1577149287,Bulow,0,1,1120,4,133,0,137
1577149319,BombenProdukt,0,1,297,0,0,0,0
1577149615,Lord Ernir,223,1,354,0,16310,0,16310
1577150104,Lil Trump,0,1,339,0,0,0,0
1577150723,Wanna Play?,456,1,2842,0,315,5060,5375
1577151127,Lollxy,0,2,6428,24676,0,0,24676
1577151636,NunNunArbeit,36,1,2622,0,0,0,0
1577152096,rapper der echte,0,1,26,0,0,0,0
1577152569,Guniver,0,1,52,0,0,0,0
1577153560,404skillnotfound,0,1,26,0,0,0,0
1577153600,petitaryas,0,1,26,0,0,0,0
1577153654,verrückte socke,293,6,11222,2670,540,4322,7532
1577153767,flinkman10,516,1,1902,0,0,0,0
1577153814,Christians4,0,1,230,0,0,0,0
1577153898,l1k3r,0,0,0,9769,125,0,9894
1577154496,Wäldianer,0,1,71,0,858,0,858
1577155175,Karl94,0,0,0,0,14460,0,14460
1577155209,der blinde,176,1,2053,0,6,0,6
1577155422,kkeeyyll,0,1,674,0,0,0,0
1577156523,Kullrich,0,1,380,0,0,0,0
1577157567,Sawyer,0,1,343,0,0,0,0
1577157747,Vegeta87,0,1,26,0,0,0,0
1577158244,ScHiTzZo,39,2,4082,0,196,0,196
1577158435,DerBote31,413,1,1493,0,0,0,0
1577158901,mummysdarling,0,1,32,0,0,0,0
1577159225,ItzPaTy21,384,1,1260,0,0,0,0
1577159811,dbecks,0,1,240,0,0,0,0
1577160178,*Dauerblau*,39,1,1533,0,3590,0,3590
1577161206,Raph291,0,0,0,3841,4041,0,7882
1577161454,Hasan,0,1,26,0,0,0,0
1577161932,DerHirsch,0,1,447,0,0,0,0
1577162139,Prinz Ziegel,0,1,1105,0,12320,0,12320
1577162383,iLeqiiT,0,1,707,0,797,0,797
1577162675,que pasa cono,0,1,26,0,0,0,0
1577163180,Rofa TTN,0,1,304,0,0,0,0
1577163956,Der echte lover,0,1,26,0,0,0,0
1577164343,PriesterManfred,83,1,1235,0,0,0,0
1577164549,salz1,95,1,2700,991,60,0,1051
1577165089,Skurima,0,1,1145,0,0,0,0
1577165121,GoGo,0,1,26,0,0,0,0
1577165181,Pipipapa,0,1,26,0,0,0,0
1577165451,didi459,119,2,5139,186,20,0,206
1577165638,ActionBattleDeluxe,0,1,558,0,0,0,0
1577166007,Hansi141,99,1,1988,0,7330,0,7330
1577166305,Chillazz20,0,1,26,0,0,0,0
1577167192,nisiko112,0,1,143,0,132,0,132
1577167205,00Thomas00,0,1,193,0,307,0,307
1577167485,junalii,0,1,26,0,0,0,0
1577167719,Lord Justitia,0,1,295,0,0,0,0
1577168148,depp007,0,1,415,0,0,0,0
1577168847,EISBABY,312,1,555,0,0,0,0
1577169022,Kuznov,0,1,1208,0,594,0,594
1577169492,HummelS1,424,7,22352,12442,5075,0,17517
1577169689,Kandes,0,1,4358,0,0,0,0
1577169755,SeenViper,185,1,3194,0,0,0,0
1577170032,trickypatrick,0,1,26,0,0,0,0
1577170060,YugoBetrugo,442,4,13561,20371,368,0,20739
1577170459,DackJaniel,0,1,499,0,0,0,0
1577170716,Perser-Krieger,191,1,2556,0,0,0,0
1577170912,FRAx,0,1,26,0,2100,0,2100
1577171451,-SoulReaver-,0,1,1382,0,28,0,28
1577171625,Mirage2000,521,2,3841,902,563,0,1465
1577171897,EDELSTEMMER,456,4,9748,30,290,6951,7271
1577172098,Derweißewolf,0,1,612,0,21,0,21
1577172541,Alan of Helmsby,0,1,1914,0,0,0,0
1577172863,Knoblauchbrot,70,1,1992,2426,0,0,2426
1577174132,Vorschlaghammer1887,0,1,824,0,0,0,0
1577175042,Princesekou,0,1,112,0,5394,0,5394
1577175064,Neues Textdokument,0,1,1092,0,110,0,110
1577175835,basde96,82,2,3642,3426,0,0,3426
1577175861,Hanibal Hackmetzler,49,1,3283,70,0,0,70
1577176011,xxdolchstoßmeister,0,1,466,0,0,0,0
1577176262,Mantga,51,7,30667,62859,1037,0,63896
1577176669,CRINITUS,0,1,273,0,0,0,0
1577177631,Zeus27,0,1,26,0,0,0,0
1577178460,MEDITATION,533,4,10566,441,221,0,662
1577178575,F3npost,355,14,35537,125,2960,0,3085
1577178702,Unbekannter Spieler,620,7,24967,6997,245,7749,14991
1577179248,Legion of Boom,8,3,9154,4647,130,0,4777
1577180113,GBHase,0,1,26,0,0,0,0
1577180388,Deathstroke,237,1,1379,0,3415,0,3415
1577180515,Lord xADTRx,516,1,4312,220,0,0,220
1577180701,Kleiner dicker König,535,1,1189,0,4743,0,4743
1577180908,Cheesepizza,0,1,26,0,0,0,0
1577180990,merino,0,1,2619,0,931,0,931
1577181077,RomanBalboaGk,415,2,1066,0,9096,0,9096
1577181107,kunibert,0,1,2487,1835,332,0,2167
1577181266,King Bob,0,1,848,0,0,0,0
1577181310,Bullwerk,560,2,5748,0,48,117,165
1577181313,michelschroer,0,1,829,0,28,0,28
1577181321,Nolay,348,2,5480,2003,38339,0,40342
1577181324,Vinda Loo,0,1,744,0,0,0,0
1577181462,Bonzentrip,0,1,184,0,0,0,0
1577181969,Maximus22,225,5,14451,10639,16,1,10656
1577182090,Germania,0,1,3555,0,20,0,20
1577182446,mike 96,412,1,1205,10,3095,0,3105
1577182459,DarkDenis86,225,1,2788,0,0,0,0
1577182467,Tiger9000,0,1,615,0,20,0,20
1577182690,xRayQore,220,1,3467,0,7135,0,7135
1577183141,Zeus1972,579,1,831,0,0,0,0
1577183423,unique,124,1,662,0,92,0,92
1577184777,Marc2610,472,6,25975,11395,247,120,11762
1577185326,ordupower696,351,3,5554,100,753,0,853
1577185564,are you scar7d?,128,1,1329,0,12,0,12
1577185700,newman2,554,1,854,0,2965,0,2965
1577185724,Reusmeyang,0,1,123,0,0,0,0
1577186212,HateMyName,0,1,205,0,0,0,0
1577186992,knico266,225,2,4340,0,0,1812,1812
1577187211,August.iner,456,1,3133,0,96,872,968
1577187252,Gideon,506,1,809,0,0,0,0
1577187746,dmar1999,191,1,2719,1267,0,0,1267
1577187836,wochta,263,5,7638,144,3398,0,3542
1577187878,1000 PUSHUPS,0,1,26,0,0,0,0
1577187912,Yoshi85,77,1,3366,0,0,0,0
1577188140,Fafnir,0,1,1613,0,0,0,0
1577188672,Der Haie,0,1,421,0,2086,0,2086
1577189027,OberDuff,19,1,505,0,0,0,0
1577189120,DaniTheLord,0,1,82,0,0,0,0
1577189339,FischBoy13,461,2,6699,15803,210,0,16013
1577190171,meckez,0,1,829,0,0,0,0
1577190559,william95,120,1,1361,265,23226,0,23491
1577191075,Nippyto,0,1,235,0,195,0,195
1577191306,Single dank ds,0,1,566,0,0,0,0
1577192256,lukas1999,221,5,14887,16927,0,1123,18050
1577192400,StieglStierSbg,65,2,3263,0,0,0,0
1577193376,Sigurd 528,293,2,3511,5,58382,0,58387
1577193698,Max Mustermann,0,1,3752,0,1084,0,1084
1577193999,mulek,0,1,795,0,126,0,126
1577194000,ganznett01,0,1,114,0,0,0,0
1577194015,horn1x,393,1,2095,0,892,0,892
1577194190,elena syxgott,0,1,311,0,0,0,0
1577194197,otto der 13,501,1,510,0,0,0,0
1577194494,hamster97,0,1,839,192,1711,0,1903
1577194828,Mauki38,0,1,184,0,0,0,0
1577195047,Zorbs,0,1,68,0,0,0,0
1577195098,RSPSOG,51,2,7880,0,0,0,0
1577195099,Interceptor100,90,0,0,10240,7763,2,18005
1577195589,Ragnarr Lodbrok,0,0,0,0,2535,0,2535
1577195729,Beowulf I,21,1,482,0,0,0,0
1577195951,Supersonic569,0,1,465,0,8,0,8
1577196314,Fett Bär,0,1,181,0,0,0,0
1577196840,Eisenhart13,277,1,2504,0,0,0,0
1577197630,Damnus,456,1,2459,0,0,5030,5030
1577197758,Shicewittchen,0,1,860,0,0,0,0
1577198169,stokrotka 02,181,1,937,0,0,0,0
1577198915,Lady Lathgertha,0,0,0,0,51,2040,2091
1577199800,BurningsStyle,0,1,802,0,4144,0,4144
1577200081,Odini1972,0,1,247,0,85,0,85
1577200172,Fuchs1996,0,1,1099,0,0,0,0
1577200461,Poseidon666,108,2,3493,0,130,0,130
1577202434,Matthew144,39,1,1990,0,12072,0,12072
1577202461,guard-fighter,0,1,1059,0,0,0,0
1577202865,Patrick-Star,0,1,326,0,281,0,281
1577203287,BellBell,0,1,216,0,0,0,0
1577203572,TheyHatin,0,1,1454,12722,9154,0,21876
1577203775,Ysaya,12,3,10394,0,52,0,52
1577204021,xXDesertRaceXx,0,0,0,0,1570,0,1570
1577204506,TheGreatJonny,0,2,4154,0,883,0,883
1577204896,LPSe7enTimeZz,131,1,6368,42302,117,0,42419
1577205504,victorius3,19,1,347,0,8,0,8
1577206379,NoSkillJustBash,0,1,1320,0,1487,0,1487
1577206729,zorro-44-,0,1,387,0,9721,0,9721
1577206838,werner 61,248,2,3997,5464,0,0,5464
1577206901,Edku,0,1,706,0,0,0,0
1577207138,Hydraulikhammer,0,0,0,0,3070,0,3070
1577207636,Falke92,464,1,3519,13229,200,0,13429
1577208422,philippfunohlen,0,1,26,0,0,0,0
1577209268,SirPatrickI,399,1,2561,0,604,0,604
1577209323,Sabo 1972,0,1,1945,0,0,0,0
1577209345,Flo111,0,0,0,0,8736,0,8736
1577209492,Amadeus2019,107,1,1442,0,2459,0,2459
1577210194,Wirr,351,1,2175,90,0,0,90
1577210741,Lord Tristan,311,1,1635,72,64,0,136
1577212131,Schamane,52,5,13152,11325,119,16222,27666
1577212960,Anima,0,0,0,0,5916,0,5916
1577213638,Shafflox,0,1,365,0,81,0,81
1577214430,esy88,295,3,5917,29,1396,0,1425
1577214910,Coby67,0,1,32,0,0,0,0
1577215399,Giyu Wassersäule,295,1,1031,0,20,0,20
1577216148,AdlerIII,0,1,3339,12423,0,0,12423
1577216559,JAVVV,0,1,954,0,0,0,0
1577216618,xKrypto,0,1,981,0,844,0,844
1577217738,OsamaBinDeffer,0,1,155,0,0,0,0
1577218222,Don 767,0,1,1095,90,0,0,90
1577218445,frit,0,1,1953,0,0,0,0
1577218615,Joske,282,1,3165,0,0,0,0
1577219394,Netox,99,1,1273,0,2301,0,2301
1577219860,VAGbnd,0,1,277,0,0,0,0
1577220557,Einstein der II,74,1,910,0,0,0,0
1577220696,s4sch4,0,1,2151,0,0,4658,4658
1577220753,xploe,281,1,537,0,387,0,387
1577220971,taktika66,0,2,4691,565,74,0,639
1577221194,Feldschlafsack,0,1,610,1553,4235,0,5788
1577221359,Thomas Müllermilch,0,1,208,0,0,0,0
1577221422,Luxler123,0,1,436,0,0,0,0
1577221760,Nocker93,0,1,122,0,0,0,0
1577222045,Janusch79,348,1,3197,0,0,0,0
1577222207,relliKratS,282,1,1425,0,0,47,47
1577222240,Dr.Feelgood,177,1,925,0,0,0,0
1577223566,stup1d,0,1,44,0,0,0,0
1577223663,DampflionYT,61,1,796,0,0,0,0
1577223838,timdette,0,1,485,0,0,0,0
1577224371,Vlad der Pfähler,0,1,395,0,46,0,46
1577224653,Papst von Palma,0,1,1028,0,0,0,0
1577225203,Tobi190401,0,1,135,0,26,0,26
1577226944,Saiboy,0,1,981,0,828,0,828
1577227600,per lumen,0,1,26,0,0,0,0
1577227806,Stepano1,0,1,63,0,0,0,0
1577227865,hixs,0,1,2522,0,2,0,2
1577228787,westzero94,246,0,0,0,3967,0,3967
1577229135,toplanerover9000,0,1,745,0,0,0,0
1577229327,Wutz,0,1,3862,450,10,0,460
1577229399,anty3500,0,1,26,0,0,0,0
1577229463,charlie64,11,1,1060,0,176,0,176
1577229730,Sarajlija,28,5,14134,1709,2380,0,4089
1577229926,Export1000,393,1,1567,0,28,0,28
1577230125,hanneshohl,192,1,906,0,0,0,0
1577230531,Psycho-420,0,1,1306,0,0,0,0
1577230584,Wory w Sakone,311,1,938,0,0,0,0
1577230624,thekillfoxXx93,0,1,563,281,0,0,281
1577231003,SchoggiPanzer,275,8,18366,2826,570,0,3396
1577231016,LasWeb,0,1,1570,0,0,0,0
1577231243,Lord kampfmaschin,0,1,843,0,0,0,0
1577231281,JogelerG,0,1,524,0,0,0,0
1577231729,amateur,556,2,11210,49496,1194,0,50690
1577232018,ereew29,285,4,7114,0,676,0,676
1577232098,zlyhalphn,0,1,1467,0,536,0,536
1577232164,Waschmaschine1,0,0,0,0,1306,2080,3386
1577232385,TobiGie,0,1,3202,90,0,0,90
1577232503,Scorpion2k,442,8,26469,115,260,0,375
